HIP,Star,Teff,logg,FeH,NaH,MgH,AlH,SiH,CaH,ScIH,ScIIH,TiIH,TiIIH,VH,CrIH,CrIIH,MnH,CoH,NiH
87523,HD162396,6090,4.27,-0.350,-0.185,-0.257,-0.355,-0.265,-0.266,-0.175,-0.230,-0.249,-0.232,-0.319,-0.354,-0.337,-0.455,-0.280,-0.333
12110,HD16270,4786,4.39,0.060,0.245,-0.013,0.195,0.071,0.078,0.447,0.020,0.243,0.018,0.548,0.076,-0.010,0.015,0.161,0.084
12109,HD16280,4754,4.39,-0.190,-0.045,-0.140,0.005,-0.172,-0.066,0.297,-0.212,0.077,-0.212,0.379,-0.138,-0.297,-0.240,-0.069,-0.169
12119,HD16297,5422,4.47,-0.010,-0.010,0.000,-0.005,-0.017,0.000,0.007,-0.075,0.050,-0.023,0.124,0.016,-0.027,0.013,0.007,-0.032
87678,HD163102,6433,4.64,0.000,-0.240,0.045,-0.155,-0.025,0.142,0.120,0.097,0.102,0.178,-0.013,0.043,-0.050,-0.095,0.035,-0.019
88041,HD163436,5030,4.43,-0.070,0.045,0.007,0.170,-0.034,-0.035,0.310,-0.018,0.233,0.010,0.510,-0.022,-0.090,-0.080,0.079,-0.078
11866,HD16382,5953,4.5,0.030,0.040,0.010,0.010,0.054,0.041,0.180,0.113,0.055,0.072,0.025,0.028,0.023,-0.020,0.101,0.028
12186,HD16417,5841,4.16,0.130,0.160,0.180,0.165,0.143,0.130,0.197,0.198,0.151,0.162,0.154,0.140,0.077,0.153,0.174,0.149
88595,HD165131,5870,4.45,0.060,0.135,0.047,0.065,0.057,0.057,0.127,0.077,0.057,0.053,0.074,0.063,0.083,0.133,0.086,0.072
12347,HD16536,5282,4.39,-0.080,-0.040,-0.067,-0.005,-0.104,-0.063,-0.010,-0.047,0.041,-0.110,0.171,-0.045,-0.110,-0.043,0.001,-0.070
12350,HD16548,5690,3.96,0.150,0.130,0.187,0.225,0.153,0.179,0.183,0.237,0.195,0.210,0.221,0.139,0.053,0.145,0.191,0.164
88942,HD165920,5339,4.39,0.290,0.370,0.277,0.330,0.305,0.192,0.377,0.375,0.320,0.388,0.558,0.274,0.290,0.400,0.416,0.331
89354,HD166724,5127,4.43,-0.090,-0.025,-0.033,-0.040,-0.075,-0.080,0.017,-0.150,0.000,-0.114,0.210,-0.040,-0.133,-0.093,-0.026,-0.111
89321,HD166745,5621,4.31,0.250,0.320,0.350,0.375,0.288,0.248,0.357,0.343,0.328,0.290,0.408,0.261,0.223,0.325,0.404,0.288
12411,HD16714,5518,4.42,-0.200,-0.165,-0.127,-0.115,-0.161,-0.149,-0.140,-0.185,-0.121,-0.135,-0.133,-0.176,-0.187,-0.208,-0.165,-0.211
89733,HD167300,5837,4.3,-0.450,-0.390,-0.230,-0.305,-0.298,-0.280,-0.300,-0.260,-0.220,-0.202,-0.370,-0.456,-0.480,-0.625,-0.360,-0.442
89497,HD167359,5348,4.46,-0.190,-0.190,-0.150,-0.140,-0.157,-0.150,-0.153,-0.185,-0.100,-0.177,-0.068,-0.175,-0.207,-0.208,-0.179,-0.218
89583,HD167677,5474,4.43,-0.290,-0.150,-0.067,-0.005,-0.125,-0.171,-0.133,-0.098,-0.040,-0.078,-0.069,-0.267,-0.230,-0.390,-0.129,-0.251
12483,HD16784,5837,4.34,-0.650,-0.435,-0.263,-0.430,-0.345,-0.368,-0.210,-0.415,-0.311,-0.328,-0.446,-0.591,-0.580,-0.865,-0.463,-0.584
89728,HD168159,4783,4.42,-0.150,-0.105,-0.257,-0.045,-0.143,-0.029,0.147,-0.257,0.049,-0.217,0.288,-0.095,-0.323,-0.260,-0.183,-0.204
90004,HD168746,5568,4.33,-0.100,-0.010,0.077,0.155,0.006,0.015,0.027,0.053,0.093,0.055,0.078,-0.090,-0.107,-0.155,0.021,-0.076
90112,HD168769,5361,4.45,-0.010,-0.065,-0.033,-0.005,-0.017,0.008,0.000,-0.078,0.040,-0.005,0.113,-0.003,-0.017,-0.042,-0.004,-0.051
90055,HD168863,4905,4.4,0.160,0.365,0.087,0.310,0.166,0.140,0.563,0.117,0.316,0.170,0.708,0.142,0.113,0.193,0.377,0.216
90194,HD168870,5325,4.43,-0.320,-0.280,-0.237,-0.190,-0.269,-0.271,-0.257,-0.295,-0.196,-0.285,-0.165,-0.286,-0.337,-0.388,-0.281,-0.326
90223,HD168871,5983,4.42,-0.090,-0.020,-0.043,-0.040,-0.062,-0.073,0.013,-0.012,-0.033,-0.025,-0.065,-0.093,-0.077,-0.165,-0.063,-0.079
12436,HD16905,4867,4.35,0.150,0.430,0.123,0.335,0.166,0.156,0.643,0.190,0.348,0.085,0.733,0.176,0.173,0.183,0.403,0.231
90485,HD169830,6361,4.21,0.180,0.215,0.143,0.105,0.194,0.211,0.290,0.208,0.207,0.190,0.155,0.177,0.203,0.155,0.150,0.178
90656,HD170493,4751,4.24,0.140,0.310,0.223,0.445,0.183,0.223,0.717,0.085,0.355,0.042,0.705,0.174,0.063,0.190,0.373,0.214
12653,HD17051,6227,4.53,0.190,0.165,0.127,0.110,0.179,0.189,0.230,0.170,0.213,0.160,0.237,0.193,0.210,0.205,0.126,0.180
90973,HD170958,5599,4.83,-0.040,-0.295,0.020,-0.050,-0.049,-0.001,0.037,-0.005,0.053,0.015,0.108,0.008,-0.023,-0.053,-0.094,-0.059
91187,HD171587,5412,4.59,-0.640,-0.565,-0.553,-0.545,-0.575,-0.567,-0.583,-0.618,-0.514,-0.578,-0.583,-0.613,-0.590,-0.750,-0.620,-0.658
91287,HD171665,5655,4.41,-0.050,-0.025,-0.027,-0.020,-0.037,-0.027,-0.037,-0.048,-0.013,-0.045,-0.015,-0.036,-0.073,-0.075,-0.037,-0.059
91638,HD171825,4908,4.48,-0.120,-0.090,-0.210,-0.090,-0.141,-0.097,0.027,-0.215,0.055,-0.197,0.349,-0.106,-0.100,-0.185,-0.083,-0.159
91701,HD171942,5615,4.42,-0.100,-0.155,-0.060,-0.050,-0.085,-0.088,-0.143,-0.082,-0.065,-0.080,-0.105,-0.105,-0.050,-0.093,-0.126,-0.122
92233,HD171990,6045,4.14,0.060,0.145,0.093,0.065,0.093,0.085,0.153,0.135,0.089,0.098,0.060,0.048,0.063,0.040,0.094,0.089
91700,HD172513,5500,4.41,-0.050,-0.090,-0.037,-0.025,-0.042,0.010,-0.043,-0.073,0.001,-0.055,0.019,-0.033,-0.050,-0.070,-0.064,-0.069
91805,HD172568,5728,4.58,-0.370,-0.345,-0.183,-0.285,-0.321,-0.320,-0.287,-0.278,-0.260,-0.295,-0.333,-0.345,-0.330,-0.488,-0.329,-0.374
91857,HD172643,5645,4.5,-0.150,-0.170,-0.180,-0.175,-0.139,-0.125,-0.140,-0.165,-0.097,-0.140,-0.139,-0.129,-0.160,-0.190,-0.186,-0.191
92262,HD173885,6264,4.37,-0.200,-0.125,-0.193,-0.295,-0.176,-0.164,99.990,-0.113,-0.151,-0.123,-0.180,-0.215,-0.203,-0.325,-0.197,-0.217
92519,HD174153,6196,4.49,-0.080,-0.055,-0.090,-0.145,-0.067,-0.042,-0.090,-0.032,-0.053,-0.037,-0.156,-0.107,-0.030,-0.155,-0.094,-0.107
12766,HD17439,5721,4.44,0.080,0.140,0.113,0.095,0.086,0.081,0.103,0.113,0.099,0.093,0.131,0.097,0.067,0.160,0.117,0.107
92742,HD174545,5216,4.4,0.220,0.430,0.270,0.345,0.301,0.155,0.407,0.315,0.291,0.312,0.588,0.237,0.153,0.305,0.478,0.288
92781,HD175179,5764,4.46,-0.660,-0.500,-0.337,-0.445,-0.433,-0.413,-0.505,-0.487,-0.360,-0.385,-0.561,-0.613,-0.590,-0.908,-0.527,-0.648
13128,HD17548,6011,4.44,-0.530,-0.510,-0.390,-0.495,-0.434,-0.427,-0.440,-0.423,-0.424,-0.415,-0.486,-0.509,-0.530,-0.663,-0.483,-0.543
93373,HD175607,5392,4.51,-0.620,-0.525,-0.363,-0.325,-0.437,-0.418,-0.393,-0.435,-0.315,-0.338,-0.416,-0.575,-0.560,-0.805,-0.510,-0.601
93195,HD176157,5181,4.41,-0.160,-0.100,-0.090,-0.075,-0.109,-0.146,-0.090,-0.188,-0.083,-0.237,0.060,-0.130,-0.183,-0.185,-0.103,-0.166
93547,HD176354,5271,3.84,0.270,0.475,0.340,0.390,0.341,0.238,0.403,0.313,0.323,0.387,0.553,0.287,0.260,0.435,0.531,0.340
93398,HD176535,4727,4.36,-0.150,0.030,-0.170,-0.075,-0.114,-0.073,0.237,-0.208,0.030,-0.183,0.368,-0.101,-0.193,-0.190,-0.071,-0.137
93745,HD176666,6103,4.63,-0.370,-0.530,-0.307,-0.475,-0.317,-0.285,-0.250,-0.268,-0.297,-0.257,-0.393,-0.387,-0.343,-0.453,-0.377,-0.392
93540,HD176986,5018,4.45,0.000,0.155,-0.137,0.110,0.030,-0.007,0.247,-0.007,0.127,-0.023,0.438,0.019,0.000,0.012,0.163,0.036
93639,HD177033,4918,4.5,-0.130,-0.035,-0.123,0.000,-0.197,-0.058,0.237,-0.178,0.112,-0.048,0.448,-0.036,-0.173,-0.178,-0.054,-0.149
93685,HD177122,6021,4.52,-0.100,-0.095,-0.107,-0.150,-0.115,-0.082,-0.110,-0.108,-0.079,-0.095,-0.136,-0.108,-0.113,-0.190,-0.157,-0.145
94154,HD177409,5898,4.49,-0.040,-0.065,-0.033,-0.065,-0.039,0.002,-0.033,-0.032,-0.003,-0.002,-0.064,-0.034,-0.047,-0.105,-0.079,-0.074
93858,HD177565,5627,4.39,0.080,0.160,0.107,0.110,0.107,0.086,0.127,0.110,0.115,0.082,0.139,0.104,0.063,0.135,0.139,0.110
93827,HD177758,5862,4.41,-0.580,-0.470,-0.313,-0.385,-0.387,-0.401,-0.180,-0.387,-0.336,-0.330,-0.464,-0.566,-0.513,-0.780,-0.451,-0.559
13267,HD17865,5877,4.32,-0.570,-0.480,-0.323,-0.350,-0.391,-0.364,-0.340,-0.378,-0.326,-0.315,-0.466,-0.566,-0.527,-0.788,-0.487,-0.555
94417,HD178904,5727,4.41,0.090,0.170,0.097,0.145,0.095,0.068,0.147,0.147,0.119,0.097,0.141,0.082,0.030,0.130,0.163,0.114
94370,HD179346,6229,4.76,-0.030,-0.060,-0.070,-0.215,-0.051,-0.030,0.113,-0.005,-0.004,0.028,-0.014,-0.025,-0.027,-0.108,-0.196,-0.055
13388,HD17970,5040,4.39,-0.450,-0.270,-0.187,-0.090,-0.272,-0.290,-0.160,-0.273,-0.070,-0.243,0.036,-0.378,-0.440,-0.550,-0.253,-0.410
94645,HD179949,6287,4.54,0.210,0.190,0.093,0.130,0.218,0.195,0.220,0.222,0.191,0.198,0.177,0.200,0.263,0.228,0.159,0.210
13411,HD18001,5772,4.44,-0.070,-0.100,-0.050,-0.040,-0.062,-0.007,-0.060,-0.033,-0.015,-0.032,-0.056,-0.061,-0.067,-0.133,-0.077,-0.082
94757,HD180409,6013,4.52,-0.170,-0.135,-0.130,-0.215,-0.146,-0.128,-0.073,-0.117,-0.130,-0.110,-0.186,-0.177,-0.163,-0.268,-0.203,-0.189
13455,HD18083,6144,4.7,0.030,-0.015,-0.013,-0.015,-0.002,0.059,0.215,0.094,0.066,0.072,0.041,0.036,0.047,-0.005,0.021,0.006
95350,HD181249,4906,4.25,-0.130,-0.065,-0.113,0.015,-0.097,-0.065,0.093,-0.142,0.088,-0.185,0.358,-0.099,-0.153,-0.143,-0.039,-0.135
95164,HD181428,6151,4.45,0.060,0.245,0.063,0.005,0.071,0.071,0.063,0.163,0.083,0.123,0.071,0.044,0.147,0.057,0.037,0.052
95467,HD181433,4962,4.37,0.330,0.690,0.317,0.540,0.481,0.315,0.877,0.498,0.498,0.312,0.911,0.336,0.250,0.440,0.711,0.459
95262,HD181720,5792,4.25,-0.530,-0.415,-0.263,-0.345,-0.336,-0.335,-0.330,-0.332,-0.280,-0.270,-0.420,-0.512,-0.473,-0.680,-0.407,-0.484
95962,HD183658,5803,4.4,0.030,0.100,0.047,0.050,0.047,0.048,0.090,0.065,0.049,0.040,0.041,0.034,-0.003,0.065,0.057,0.046
96113,HD183783,4595,4.29,-0.200,-0.280,-0.210,-0.175,-0.214,-0.204,0.257,-0.315,0.010,-0.282,0.281,-0.218,-0.297,-0.393,-0.126,-0.232
13718,HD18386,5457,4.39,0.140,0.350,0.143,0.170,0.229,0.151,0.193,0.160,0.165,0.175,0.293,0.198,0.177,0.225,0.244,0.192
96085,HD183870,5029,4.49,-0.070,-0.085,-0.130,-0.030,-0.081,-0.028,0.033,-0.110,0.057,-0.060,0.315,-0.044,-0.033,-0.120,-0.069,-0.116
96861,HD185283,4848,4.37,-0.060,0.070,-0.063,0.105,-0.065,-0.060,0.367,-0.057,0.177,-0.170,0.520,-0.042,-0.087,-0.043,0.041,-0.035
96854,HD185615,5570,4.34,0.080,0.155,0.190,0.240,0.141,0.090,0.193,0.190,0.197,0.156,0.231,0.108,0.053,0.150,0.207,0.119
97156,HD186061,5016,4.51,-0.020,0.115,-0.080,0.075,-0.003,-0.014,0.237,-0.063,0.155,-0.050,0.464,0.018,-0.047,-0.018,0.096,-0.020
97507,HD186302,5662,4.44,-0.030,-0.035,-0.037,-0.005,-0.016,-0.024,0.043,0.035,0.015,-0.017,0.008,-0.035,-0.003,-0.015,0.026,-0.043
14001,HD18719,5241,4.41,-0.080,-0.070,-0.110,-0.055,-0.057,-0.043,-0.057,-0.153,-0.029,-0.132,0.080,-0.054,-0.110,-0.045,-0.100,-0.105
