HIP,Star,Teff,logg,FeH,NaH,MgH,AlH,SiH,CaH,ScIH,ScIIH,TiIH,TiIIH,VH,CrIH,CrIIH,MnH,CoH,NiH
40283,HD68978A,5965,4.48,0.040,0.050,0.020,0.030,0.050,0.068,0.087,0.058,0.056,0.057,0.033,0.044,0.010,0.020,0.036,0.042
40613,HD69611,5762,4.31,-0.580,-0.435,-0.250,-0.320,-0.356,-0.315,-0.365,-0.365,-0.294,-0.255,-0.444,-0.576,-0.500,-0.853,-0.478,-0.568
40438,HD69655,5961,4.44,-0.180,-0.135,-0.187,-0.185,-0.168,-0.143,-0.153,-0.160,-0.164,-0.155,-0.223,-0.190,-0.173,-0.248,-0.203,-0.193
40693,HD69830,5402,4.4,-0.060,-0.005,-0.013,0.030,-0.022,-0.033,0.010,-0.045,0.025,-0.045,0.098,-0.042,-0.077,-0.048,0.033,-0.042
40952,HD70642,5668,4.4,0.180,0.295,0.343,0.220,0.201,0.158,0.203,0.240,0.180,0.188,0.241,0.176,0.197,0.280,0.264,0.221
41134,HD70889,6051,4.49,0.110,0.055,0.093,0.030,0.087,0.112,0.113,0.085,0.100,0.088,0.063,0.117,0.147,0.100,0.039,0.085
41178,HD70903,5118,4.52,-0.430,-0.380,-0.387,-0.315,-0.381,-0.361,-0.293,-0.408,-0.268,-0.378,-0.188,-0.419,-0.430,-0.503,-0.370,-0.444
41317,HD71334,5694,4.37,-0.090,-0.075,-0.023,-0.025,-0.057,-0.041,-0.020,-0.045,-0.025,-0.052,-0.055,-0.076,-0.110,-0.143,-0.068,-0.092
5578,HD7134,5940,4.41,-0.290,-0.280,-0.210,-0.260,-0.239,-0.225,-0.207,-0.222,-0.218,-0.203,-0.285,-0.287,-0.283,-0.385,-0.299,-0.309
41479,HD71479,6026,4.42,0.240,0.345,0.240,0.265,0.253,0.238,0.330,0.330,0.260,0.280,0.278,0.241,0.180,0.280,0.301,0.295
41542,HD71685,6038,4.58,-0.370,-0.410,-0.373,-0.445,-0.335,-0.296,-0.245,-0.307,-0.292,-0.290,-0.303,-0.396,-0.350,-0.510,-0.348,-0.387
41529,HD71835,5438,4.39,-0.040,-0.005,-0.017,0.010,-0.022,-0.014,-0.017,-0.042,-0.015,-0.097,0.051,-0.029,-0.037,0.005,0.003,-0.025
5529,HD7199,5386,4.34,0.280,0.520,0.337,0.385,0.359,0.228,0.453,0.390,0.356,0.383,0.571,0.325,0.273,0.363,0.501,0.370
41620,HD72374,5767,4.35,-0.090,-0.065,-0.040,-0.040,-0.052,-0.058,-0.023,-0.070,-0.057,-0.083,-0.086,-0.077,-0.127,-0.098,-0.063,-0.103
41777,HD72579,5449,4.27,0.200,0.280,0.297,0.280,0.242,0.195,0.263,0.238,0.247,0.253,0.374,0.215,0.150,0.328,0.296,0.219
42030,HD72659,5926,4.24,-0.020,0.040,0.017,0.015,0.004,0.015,0.060,0.050,0.003,0.000,-0.021,-0.025,-0.010,-0.095,-0.001,-0.018
41926,HD72673,5243,4.46,-0.410,-0.305,-0.313,-0.270,-0.348,-0.342,-0.283,-0.393,-0.237,-0.387,-0.190,-0.372,-0.397,-0.453,-0.360,-0.412
42011,HD72769,5640,4.35,0.300,0.425,0.327,0.340,0.339,0.238,0.377,0.372,0.325,0.312,0.414,0.314,0.290,0.405,0.419,0.353
42123,HD73121,6091,4.3,0.090,0.130,0.107,0.110,0.108,0.114,0.150,0.170,0.114,0.142,0.090,0.067,0.087,0.050,0.084,0.099
42214,HD73256,5526,4.42,0.230,0.275,0.237,0.290,0.267,0.217,0.337,0.237,0.279,0.255,0.394,0.269,0.203,0.258,0.337,0.263
42202,HD73267,5373,4.37,0.050,0.085,0.133,0.190,0.094,0.085,0.170,0.100,0.201,0.135,0.319,0.079,0.023,0.093,0.159,0.058
42291,HD73524,6017,4.43,0.160,0.115,0.190,0.170,0.155,0.191,0.230,0.205,0.200,0.207,0.171,0.172,0.130,0.105,0.153,0.166
42401,HD73583,4695,4.5,-0.210,-0.125,-0.283,-0.120,-0.261,-0.078,0.190,-0.255,0.027,-0.143,0.276,-0.166,-0.313,-0.353,-0.187,-0.255
42634,HD74014,5561,4.33,0.220,0.350,0.247,0.285,0.263,0.185,0.290,0.265,0.252,0.216,0.351,0.234,0.167,0.345,0.324,0.273
5806,HD7449,6024,4.51,-0.110,-0.145,-0.137,-0.175,-0.097,-0.058,-0.063,-0.110,-0.068,-0.075,-0.129,-0.105,-0.100,-0.165,-0.157,-0.145
42532,HD74698,5783,4.27,0.070,0.070,0.127,0.125,0.093,0.102,0.127,0.135,0.109,0.125,0.094,0.078,0.080,0.085,0.106,0.072
42885,HD74957,5915,4.54,-0.180,-0.075,-0.123,-0.125,-0.174,-0.141,-0.193,-0.095,-0.109,-0.112,-0.179,-0.194,-0.160,-0.228,-0.181,-0.191
934,HD750,5060,4.39,-0.290,-0.310,-0.320,-0.290,-0.295,-0.278,-0.300,-0.375,-0.206,-0.345,-0.101,-0.279,-0.237,-0.345,-0.318,-0.363
43177,HD75289,6161,4.37,0.300,0.210,0.227,0.280,0.292,0.337,0.380,0.328,0.311,0.330,0.300,0.286,0.217,0.228,0.269,0.298
42539,HD75328,6003,4.46,-0.230,-0.180,-0.217,-0.225,-0.197,-0.153,-0.230,-0.148,-0.206,-0.162,-0.274,-0.229,-0.223,-0.315,-0.216,-0.258
43393,HD75530,5311,4.48,-0.540,-0.405,-0.273,-0.245,-0.369,-0.326,-0.330,-0.375,-0.208,-0.307,-0.271,-0.480,-0.517,-0.690,-0.393,-0.510
43565,HD75881,6239,4.44,0.070,-0.060,0.020,-0.190,0.061,0.047,-0.003,0.308,0.092,0.136,0.001,0.061,0.073,0.052,0.066,0.058
43726,HD76151,5788,4.48,0.120,0.170,0.123,0.100,0.117,0.128,0.147,0.108,0.123,0.085,0.149,0.139,0.080,0.070,0.163,0.131
43487,HD76188,5989,4.08,-0.440,-0.365,-0.380,-0.575,-0.374,-0.301,-0.165,-0.355,-0.320,-0.333,-0.473,-0.447,-0.397,-0.588,-0.330,-0.453
43706,HD76440,5764,4.43,-0.010,-0.025,-0.010,0.305,-0.034,0.001,0.013,0.045,0.041,0.037,0.037,-0.018,0.027,-0.053,0.023,-0.012
44132,HD77110,5717,4.48,-0.500,-0.425,-0.243,-0.320,-0.353,-0.345,-0.363,-0.352,-0.278,-0.288,-0.405,-0.494,-0.467,-0.675,-0.431,-0.503
44713,HD78429,5760,4.33,0.090,0.065,0.077,0.110,0.091,0.093,0.160,0.192,0.103,0.126,0.124,0.103,0.070,0.085,0.133,0.077
44890,HD78538,5786,4.5,-0.030,-0.125,-0.040,-0.055,-0.054,0.015,-0.037,-0.090,0.004,-0.035,-0.029,-0.011,-0.060,-0.088,-0.104,-0.085
44860,HD78558,5711,4.36,-0.440,-0.295,-0.147,-0.155,-0.223,-0.237,-0.227,-0.237,-0.154,-0.163,-0.311,-0.424,-0.377,-0.660,-0.307,-0.399
44896,HD78612,5834,4.27,-0.240,-0.240,-0.123,-0.160,-0.176,-0.155,-0.203,-0.157,-0.145,-0.085,-0.244,-0.248,-0.220,-0.383,-0.244,-0.272
44811,HD78747,5788,4.44,-0.670,-0.530,-0.297,-0.400,-0.445,-0.412,-0.445,-0.495,-0.363,-0.375,-0.545,-0.649,-0.607,-0.915,-0.597,-0.649
45283,HD79601,5825,4.32,-0.590,-0.455,-0.283,-0.410,-0.366,-0.368,-0.390,-0.420,-0.314,-0.315,-0.471,-0.587,-0.543,-0.818,-0.490,-0.568
6197,HD8038,5694,4.45,0.150,0.155,0.103,0.110,0.133,0.143,0.160,0.147,0.184,0.145,0.218,0.159,0.033,0.183,0.193,0.145
45749,HD80883,5233,4.44,-0.250,-0.215,-0.213,-0.200,-0.223,-0.198,-0.197,-0.308,-0.157,-0.268,-0.085,-0.218,-0.243,-0.285,-0.244,-0.284
45940,HD81639,5522,4.4,-0.170,-0.145,-0.067,-0.070,-0.142,-0.124,-0.100,-0.120,-0.075,-0.152,-0.075,-0.150,-0.190,-0.228,-0.120,-0.166
46126,HD81700,5882,4.53,0.120,0.060,0.343,0.080,0.095,0.108,0.123,0.117,0.126,0.097,0.110,0.132,0.083,0.088,0.104,0.091
46360,HD81767,4978,4.46,0.050,0.245,0.027,0.180,0.064,0.055,0.360,0.030,0.215,0.035,0.538,0.052,0.000,0.080,0.214,0.105
46046,HD82114,5912,4.2,0.010,0.035,-0.073,0.085,0.045,0.034,0.087,0.117,0.062,0.083,0.026,-0.009,-0.017,-0.040,0.069,0.017
46626,HD82342,4820,4.41,-0.540,-0.190,-0.263,-0.075,-0.402,-0.213,0.190,-0.473,0.047,-0.435,0.271,-0.374,-0.657,-0.575,-0.310,-0.500
46677,HD82516,5104,4.46,0.010,0.135,0.000,0.095,0.041,-0.048,0.183,0.048,0.129,0.093,0.409,0.042,0.000,0.030,0.165,0.045
46901,HD82783,5318,4.41,0.210,0.480,0.393,0.375,0.317,0.169,0.423,0.283,0.326,0.190,0.594,0.239,0.170,0.323,0.456,0.302
47007,HD82943,5989,4.43,0.260,0.345,0.233,0.240,0.269,0.248,0.320,0.318,0.250,0.272,0.270,0.273,0.220,0.340,0.294,0.301
6390,HD8326,4971,4.48,0.020,0.065,-0.013,0.145,0.041,0.117,0.323,0.035,0.188,0.020,0.484,0.036,0.003,0.005,0.164,0.042
47202,HD83443,5511,4.43,0.340,0.630,0.377,0.485,0.396,0.255,0.530,0.453,0.421,0.435,0.645,0.363,0.333,0.510,0.620,0.440
47225,HD83529,5902,4.35,-0.220,-0.285,-0.147,-0.170,-0.193,-0.132,-0.160,-0.155,-0.155,-0.135,-0.228,-0.236,-0.203,-0.378,-0.250,-0.249
6456,HD8389A,5283,4.37,0.340,0.610,0.410,0.545,0.428,0.278,0.603,0.475,0.410,0.328,0.704,0.358,0.327,0.440,0.657,0.452
6455,HD8406,5726,4.5,-0.100,-0.135,-0.087,-0.125,-0.104,-0.075,-0.093,-0.108,-0.061,-0.082,-0.100,-0.083,-0.120,-0.148,-0.137,-0.138
47662,HD84305,5963,4.51,-0.230,-0.210,-0.197,-0.255,-0.179,-0.158,-0.137,-0.130,-0.151,-0.158,-0.193,-0.241,-0.187,-0.323,-0.180,-0.247
48141,HD85119,5425,4.52,-0.200,-0.250,-0.207,-0.195,-0.190,-0.165,-0.187,-0.253,-0.154,-0.197,-0.146,-0.168,-0.177,-0.285,-0.263,-0.259
6511,HD8535,6158,4.42,0.040,0.065,0.037,0.000,0.043,0.056,0.067,0.073,0.043,0.065,0.021,0.031,0.053,0.045,-0.007,0.031
48235,HD85390,5186,4.41,-0.070,0.045,0.010,0.010,-0.040,-0.061,0.047,-0.160,0.045,-0.097,0.260,-0.022,-0.113,-0.028,0.010,-0.056
48331,HD85512,4715,4.39,-0.320,0.100,-0.130,0.230,-0.356,0.009,0.807,-0.127,0.337,-0.172,0.559,-0.146,-0.400,-0.373,-0.029,-0.265
48468,HD85725,5986,3.95,0.150,0.220,0.127,0.175,0.209,0.168,0.180,0.225,0.157,0.168,0.155,0.121,0.203,0.183,0.164,0.161
48680,HD86065,5026,4.5,-0.060,0.045,-0.060,0.100,0.029,-0.081,0.273,-0.045,0.119,-0.070,0.434,-0.015,-0.140,-0.063,0.096,-0.031
48594,HD86140,4903,4.55,-0.250,-0.155,-0.223,-0.135,-0.236,-0.236,0.047,-0.248,-0.023,-0.262,0.261,-0.197,-0.243,-0.283,-0.166,-0.242
48754,HD86171,5400,4.47,-0.250,-0.245,-0.200,-0.200,-0.226,-0.172,-0.230,-0.273,-0.164,-0.230,-0.160,-0.223,-0.280,-0.298,-0.280,-0.293
6607,HD8638,5507,4.43,-0.380,-0.220,-0.123,-0.085,-0.231,-0.231,-0.183,-0.230,-0.100,-0.207,-0.186,-0.344,-0.400,-0.530,-0.255,-0.350
48946,HD86652,5934,4.47,0.130,0.175,0.093,0.100,0.114,0.114,0.160,0.125,0.122,0.105,0.139,0.137,0.090,0.170,0.173,0.129
1031,HD870,5381,4.42,-0.100,-0.115,-0.060,-0.080,-0.105,-0.044,-0.080,-0.153,-0.017,-0.117,0.014,-0.067,-0.130,-0.110,-0.110,-0.140
49285,HD87320,5639,4.41,-0.170,-0.075,-0.017,0.035,-0.078,-0.113,-0.030,-0.042,-0.020,-0.042,-0.061,-0.154,-0.013,-0.233,-0.063,-0.162
49359,HD87521,4854,4.37,-0.040,0.080,-0.153,0.045,-0.032,-0.013,0.230,-0.115,0.133,-0.102,0.414,-0.002,-0.073,-0.068,0.027,-0.029
49615,HD87838,6118,4.47,-0.400,-0.335,-0.293,-0.370,-0.347,-0.300,-0.090,-0.302,-0.285,-0.282,-0.329,-0.419,-0.397,-0.525,-0.414,-0.390
49728,HD88084,5766,4.42,-0.100,-0.035,-0.047,-0.040,-0.073,-0.056,-0.047,-0.037,-0.040,-0.052,-0.060,-0.085,-0.083,-0.115,-0.073,-0.091
49769,HD88218,5878,4.16,-0.140,-0.100,-0.047,-0.075,-0.093,-0.075,-0.047,-0.050,-0.076,-0.057,-0.121,-0.143,-0.127,-0.233,-0.144,-0.142
6762,HD8828,5403,4.46,-0.160,-0.140,-0.110,-0.075,-0.133,-0.142,-0.103,-0.140,-0.059,-0.133,-0.020,-0.138,-0.157,-0.175,-0.112,-0.163
49732,HD88474,6122,3.91,-0.480,-0.545,-0.523,-0.490,-0.409,-0.395,-0.350,-0.420,-0.366,-0.352,-0.532,-0.461,-0.093,-0.630,-0.393,-0.498
6744,HD8859,5502,4.41,-0.090,-0.070,-0.067,-0.005,-0.077,-0.071,-0.053,-0.078,-0.044,-0.058,0.007,-0.074,-0.080,-0.068,-0.049,-0.082
50032,HD88656,5150,4.44,-0.110,-0.110,-0.100,-0.090,-0.124,-0.069,-0.087,-0.157,-0.030,-0.158,0.115,-0.085,-0.127,-0.120,-0.097,-0.139
50139,HD88725,5654,4.49,-0.640,-0.530,-0.370,-0.445,-0.457,-0.455,-0.450,-0.485,-0.382,-0.408,-0.534,-0.630,-0.573,-0.840,-0.550,-0.631
50075,HD88742,5981,4.52,-0.020,-0.045,-0.053,-0.095,-0.032,-0.005,-0.010,-0.053,-0.037,-0.048,-0.069,-0.007,-0.023,-0.103,-0.076,-0.048
50176,HD88885,5361,4.46,-0.110,-0.120,-0.060,-0.045,-0.110,-0.097,-0.093,-0.140,-0.064,-0.102,0.015,-0.091,-0.110,-0.123,-0.091,-0.131
6795,HD8912,5211,4.43,-0.070,-0.035,-0.053,-0.025,-0.048,-0.037,-0.013,-0.098,0.019,-0.047,0.170,-0.044,-0.047,-0.018,-0.049,-0.082
50352,HD89147,5310,4.45,-0.090,-0.055,-0.070,-0.025,-0.104,-0.075,-0.050,-0.125,-0.004,-0.100,0.081,-0.062,-0.053,-0.098,-0.066,-0.111
6833,HD8930,5687,4.52,-0.230,-0.265,-0.253,-0.300,-0.249,-0.213,-0.220,-0.236,-0.168,-0.182,-0.254,-0.194,-0.143,-0.290,-0.255,-0.282
50534,HD89454,5728,4.47,0.120,0.105,0.107,0.100,0.117,0.131,0.153,0.137,0.163,0.090,0.160,0.143,0.087,0.130,0.119,0.121
50657,HD89668,4811,4.45,-0.110,0.215,-0.043,0.245,-0.134,0.032,0.670,-0.082,0.286,-0.068,0.595,-0.006,-0.220,-0.153,0.104,-0.084
50681,HD89749,5443,4.48,-0.290,-0.305,-0.260,-0.235,-0.265,-0.243,-0.247,-0.282,-0.186,-0.270,-0.199,-0.262,-0.230,-0.330,-0.271,-0.306
50653,HD89839,6314,4.49,0.040,0.050,0.007,-0.055,0.052,0.048,0.095,0.068,0.058,0.068,0.029,0.022,0.060,-0.025,-0.033,0.012
6854,HD8985,6473,4.96,-0.010,0.000,-0.013,-0.120,-0.005,-0.050,0.190,0.034,0.100,0.285,0.127,0.052,-0.057,0.005,-0.010,-0.035
50754,HD89920,4827,4.32,-0.030,0.110,-0.003,0.120,-0.015,-0.016,0.367,-0.063,0.180,-0.050,0.531,-0.026,-0.093,-0.013,0.141,0.021
50807,HD89965,5039,4.48,-0.090,0.130,-0.110,0.015,-0.059,-0.042,0.123,-0.163,0.059,-0.133,0.348,-0.044,-0.087,-0.103,-0.010,-0.104
50895,HD90081,5912,4.34,-0.200,-0.210,-0.137,-0.275,-0.178,-0.131,-0.250,-0.152,-0.162,-0.165,-0.203,-0.231,-0.193,-0.265,-0.210,-0.222
50866,HD90133,5064,4.42,-0.160,-0.080,-0.127,-0.055,-0.146,-0.123,0.030,-0.177,0.023,-0.172,0.263,-0.113,-0.197,-0.123,-0.084,-0.159
50921,HD90156,5599,4.48,-0.240,-0.235,-0.150,-0.150,-0.209,-0.193,-0.160,-0.185,-0.140,-0.183,-0.178,-0.230,-0.237,-0.325,-0.213,-0.241
51028,HD90422,6085,4.14,-0.620,-0.460,-0.450,-0.580,-0.504,-0.515,99.990,-0.497,-0.501,-0.472,-0.590,-0.645,-0.587,-0.743,-0.528,-0.616
51237,HD90702,5760,4.56,0.200,0.240,0.157,0.180,0.163,0.205,0.267,0.268,0.222,0.188,0.291,0.225,0.193,0.255,0.227,0.206
51257,HD90711,5444,4.4,0.240,0.450,0.297,0.305,0.329,0.162,0.367,0.308,0.285,0.298,0.479,0.248,0.180,0.368,0.409,0.315
51258,HD90722,5711,4.28,0.310,0.455,0.330,0.375,0.345,0.268,0.373,0.405,0.298,0.332,0.400,0.311,0.287,0.510,0.453,0.368
51297,HD90812,5164,4.48,-0.360,-0.295,-0.280,-0.225,-0.295,-0.294,-0.257,-0.325,-0.224,-0.343,-0.120,-0.338,-0.323,-0.398,-0.291,-0.357
51074,HD90926,5538,4.35,0.130,0.200,0.140,0.170,0.147,0.122,0.167,0.155,0.174,0.063,0.249,0.132,0.117,0.205,0.239,0.154
51372,HD90936,5928,4.48,0.030,0.050,-0.010,-0.010,0.051,0.039,0.040,0.035,0.030,0.018,0.009,0.026,0.003,0.013,0.023,0.025
51510,HD91267,4928,4.48,-0.060,0.060,-0.020,0.055,-0.063,-0.106,0.247,-0.020,0.130,-0.107,0.473,-0.052,-0.073,-0.078,0.101,-0.035
51415,HD91345,5658,4.53,-1.040,-0.960,-0.717,-0.880,-0.677,-0.724,-0.890,-0.984,-0.746,-0.760,-1.006,-1.012,-0.887,-1.443,-0.946,-1.044
51620,HD91379,6164,4.41,-0.290,-0.250,-0.297,-0.425,-0.279,-0.248,-0.205,-0.283,-0.210,-0.268,-0.299,-0.324,-0.237,-0.470,-0.270,-0.364
7018,HD9246,4999,4.49,-0.530,-0.445,-0.433,-0.400,-0.501,-0.403,-0.350,-0.547,-0.322,-0.525,-0.151,-0.477,-0.543,-0.635,-0.474,-0.555
52276,HD92547,6020,4.45,-0.370,-0.375,-0.307,-0.345,-0.312,-0.284,-0.235,-0.265,-0.253,-0.272,-0.294,-0.383,-0.353,-0.528,-0.303,-0.365
52316,HD92588,5199,3.79,0.040,0.075,0.087,0.085,0.044,0.042,0.103,0.067,0.118,0.175,0.293,0.053,0.010,0.140,0.140,0.047
52369,HD92719,5824,4.51,-0.100,-0.125,-0.077,-0.110,-0.095,-0.063,-0.070,-0.102,-0.058,-0.077,-0.096,-0.089,-0.123,-0.163,-0.127,-0.131
52409,HD92788,5744,4.39,0.270,0.390,0.290,0.320,0.312,0.245,0.353,0.345,0.299,0.283,0.370,0.283,0.283,0.368,0.393,0.336
52521,HD93083,5105,4.43,0.090,0.235,0.240,0.270,0.121,0.034,0.357,0.110,0.223,0.102,0.520,0.109,0.013,0.115,0.229,0.096
52720,HD93351,5408,4.41,-0.230,-0.265,-0.170,-0.100,-0.193,-0.199,-0.160,-0.163,-0.142,-0.178,-0.140,-0.222,-0.193,-0.273,-0.193,-0.240
52708,HD93380,4649,4.35,-0.720,-0.360,-0.663,-0.390,-0.743,-0.402,0.083,-0.843,-0.230,-0.808,0.133,-0.520,-1.025,-0.813,-0.554,-0.727
52676,HD93385,5977,4.42,0.020,0.065,0.033,0.020,0.045,0.043,0.090,0.062,0.034,0.055,0.010,0.005,-0.007,-0.003,0.027,0.032
52888,HD93745,6065,4.34,0.120,0.170,0.093,0.170,0.105,0.123,0.123,0.177,0.123,0.162,0.141,0.107,0.090,0.130,0.151,0.139
52990,HD93932,5950,4.3,0.050,0.145,0.230,0.085,0.055,0.066,0.107,0.102,0.064,0.068,0.058,0.042,0.050,0.075,0.120,0.076
53087,HD94151,5583,4.38,0.040,0.100,0.067,0.065,0.051,0.039,0.060,0.047,0.058,0.110,0.083,0.052,0.017,0.098,0.080,0.061
53244,HD94444,5998,4.34,-0.620,-0.620,-0.487,-0.680,-0.520,-0.481,99.990,-0.585,-0.514,-0.488,-0.640,-0.605,-0.640,-0.808,-0.622,-0.665
53437,HD94771,5631,4.03,0.220,0.285,0.253,0.290,0.235,0.197,0.273,0.317,0.277,0.275,0.303,0.216,0.170,0.323,0.320,0.257
53401,HD94964,6139,4.55,-0.070,-0.170,0.087,-0.205,-0.061,0.023,0.055,-0.010,0.019,0.046,-0.067,-0.086,-0.090,-0.245,-0.035,-0.115
53818,HD95456,6276,4.35,0.160,0.180,0.117,0.110,0.154,0.177,0.247,0.188,0.158,0.173,0.126,0.152,0.167,0.143,0.120,0.155
53837,HD95521,5773,4.49,-0.150,-0.155,-0.173,-0.150,-0.144,-0.101,-0.110,-0.147,-0.083,-0.117,-0.151,-0.134,-0.157,-0.238,-0.174,-0.177
53882,HD95533,5366,4.36,0.160,0.215,0.193,0.245,0.161,0.145,0.243,0.213,0.268,0.180,0.426,0.165,0.133,0.288,0.309,0.179
53787,HD95542,5984,4.52,-0.040,-0.120,-0.070,-0.120,-0.057,-0.004,0.003,-0.068,-0.018,-0.037,-0.085,-0.043,-0.067,-0.100,-0.107,-0.103
7240,HD9578,6055,4.52,0.110,0.045,0.067,0.055,0.079,0.139,0.157,0.095,0.118,0.103,0.095,0.125,0.093,0.050,0.059,0.083
54085,HD95922,6293,4.63,-0.060,-0.190,-0.027,-0.570,-0.106,-0.037,0.107,-0.078,-0.032,-0.042,-0.071,-0.052,-0.127,-0.218,-0.100,-0.129
7237,HD9608,5954,4.43,-0.260,-0.270,-0.213,-0.325,-0.240,-0.195,-0.240,-0.214,-0.198,-0.232,-0.310,-0.269,-0.240,-0.373,-0.246,-0.269
54102,HD96116,5832,4.52,-0.010,-0.080,-0.050,-0.065,-0.032,0.018,0.007,-0.033,0.006,-0.035,-0.027,0.004,0.003,-0.003,-0.079,-0.058
54242,HD96276,6080,4.49,-0.020,0.000,-0.047,-0.015,-0.047,-0.004,0.113,-0.013,0.005,0.007,-0.053,-0.046,-0.040,-0.095,-0.007,-0.042
54083,HD96290,6219,4.56,0.030,0.005,-0.033,0.060,0.026,0.044,0.053,0.020,0.030,0.000,0.004,0.031,0.020,-0.103,-0.016,0.015
54287,HD96423,5711,4.35,0.100,0.150,0.147,0.165,0.121,0.118,0.147,0.160,0.134,0.115,0.143,0.105,0.043,0.125,0.154,0.126
54348,HD96673,4788,4.38,-0.130,0.055,-0.110,0.130,-0.169,-0.081,0.327,-0.162,0.111,0.148,0.435,-0.067,-0.173,-0.125,-0.016,-0.096
1128,HD967,5568,4.53,-0.680,-0.555,-0.343,-0.400,-0.451,-0.448,-0.500,-0.522,-0.358,-0.397,-0.526,-0.653,-0.583,-0.890,-0.563,-0.651
54400,HD96700,5845,4.39,-0.180,-0.175,-0.110,-0.145,-0.151,-0.134,-0.117,-0.128,-0.142,-0.118,-0.209,-0.177,-0.167,-0.273,-0.207,-0.208
54582,HD97037,5883,4.34,-0.070,-0.085,-0.030,-0.040,-0.055,-0.032,-0.060,-0.010,-0.027,-0.027,-0.064,-0.077,-0.057,-0.103,-0.070,-0.092
54641,HD97320,6165,4.57,-1.050,-0.885,-0.833,99.990,-0.881,-0.826,99.990,-0.936,-0.776,-0.798,-0.880,-1.099,-1.047,-1.413,-0.937,-1.051
54704,HD97343,5410,4.39,-0.060,-0.020,0.060,0.090,0.000,-0.011,0.040,0.010,0.075,-0.032,0.133,-0.038,-0.097,-0.065,0.026,-0.057
54924,HD97783,5682,4.5,-0.730,-0.630,-0.407,-0.500,-0.496,-0.486,-0.543,-0.568,-0.428,-0.415,-0.625,-0.701,-0.637,-1.000,-0.611,-0.717
7404,HD9782,6023,4.42,0.090,0.135,0.080,0.040,0.092,0.097,0.130,0.107,0.076,0.092,0.054,0.090,0.063,0.103,0.084,0.096
7396,HD9796,5179,4.38,-0.250,-0.140,-0.167,-0.105,-0.199,-0.133,-0.100,-0.237,-0.121,-0.283,0.002,-0.216,-0.227,-0.248,-0.183,-0.255
55013,HD97998,5716,4.57,-0.420,-0.335,-0.340,-0.345,-0.387,-0.355,-0.373,-0.373,-0.318,-0.348,-0.388,-0.404,-0.397,-0.495,-0.396,-0.433
55210,HD98281,5381,4.42,-0.260,-0.215,-0.160,-0.145,-0.203,-0.203,-0.180,-0.252,-0.140,-0.213,-0.118,-0.223,-0.240,-0.268,-0.193,-0.259
55189,HD98284,5913,4.52,-0.840,-0.725,-0.590,-0.865,-0.616,-0.608,-0.495,-0.617,-0.576,-0.592,-0.743,-0.836,-0.790,-1.093,-0.647,-0.828
55235,HD98356,5322,4.41,0.100,0.210,0.097,0.135,0.113,0.082,0.167,0.078,0.161,0.092,0.354,0.131,0.043,0.195,0.203,0.123
