HIP,Teff,logg,FeH,OH,NaH,MgH,AlH,SiH,CaH,TiH,CrH,NiH,ZnH,YH,BaH
89105,5721,4.47,0.06,-0.03,-0.03,0.03,-0.02,0.01,0.04,0.00,0.03,-0.01,0.04,0.06,0.13
89207,5894,4.41,0.05,-0.08,-0.04,0.00,-0.04,0.00,0.03,-0.03,0.00,-0.03,-0.09,0.03,0.08
89554,6229,4.18,-1.57,0.54,-0.07,0.41,99.99,0.31,0.28,0.33,-0.07,-0.02,0.13,0.13,-0.21
89583,5384,4.39,-0.35,0.48,0.06,0.25,0.25,0.20,0.11,0.23,0.01,0.06,0.20,0.00,-0.10
89589,5846,4.08,-0.08,0.03,-0.06,0.05,0.06,0.01,0.04,0.03,-0.02,-0.05,-0.07,-0.14,-0.05
89733,5751,3.97,-0.53,0.40,0.06,0.30,0.26,0.17,0.20,0.18,-0.01,-0.01,0.11,-0.15,-0.11
89881,5398,3.67,-0.06,-0.05,0.09,0.06,0.06,0.02,0.06,0.07,0.03,-0.03,0.05,1.06,1.12
89952,6037,3.94,-0.50,0.20,0.04,0.15,0.05,0.04,0.07,0.08,-0.01,-0.05,-0.02,-0.14,-0.07
90004,5497,4.36,-0.14,0.30,0.01,0.20,0.22,0.15,0.07,0.20,0.01,0.03,0.16,-0.01,-0.03
90151,5242,4.48,0.27,0.04,0.05,0.10,0.07,0.12,-0.10,0.07,0.06,0.12,0.11,0.18,-0.14
90261,6015,4.27,-0.99,0.55,0.00,0.39,-0.20,0.29,0.29,0.33,0.02,-0.04,0.13,0.18,0.21
90365,5253,4.44,-0.21,0.31,-0.04,0.05,0.09,0.11,0.02,0.07,0.02,0.02,0.15,0.41,0.24
90442,5741,4.04,-0.47,0.40,0.05,0.29,0.27,0.16,0.17,0.17,-0.01,0.00,0.16,-0.09,-0.07
90485,6459,4.19,0.19,-0.12,0.02,0.00,0.02,0.00,0.01,0.00,-0.01,-0.04,-0.06,-0.03,0.13
90539,5263,4.43,-0.26,0.49,0.06,0.22,0.22,0.23,0.04,0.24,0.04,0.07,0.24,0.12,-0.07
90896,5718,4.31,0.22,-0.08,0.09,0.00,0.03,0.04,-0.02,0.02,0.00,0.06,0.04,-0.02,-0.09
91089,6432,4.35,-0.20,0.06,-0.01,0.01,-0.21,0.03,0.04,0.04,0.00,-0.06,-0.15,0.07,0.21
91095,5830,4.26,-0.27,0.19,0.01,0.14,0.14,0.10,0.11,0.14,-0.01,-0.01,0.20,-0.12,-0.08
91360,5208,4.46,0.20,0.17,-0.06,-0.17,0.00,0.07,-0.14,-0.02,0.01,0.09,0.14,-0.02,-0.03
91438,5538,4.47,-0.29,0.13,0.00,0.05,0.10,0.05,0.02,0.06,0.04,-0.01,-0.01,0.09,0.04
91471,4907,3.54,-0.26,0.16,-0.02,0.17,0.17,0.13,0.07,0.14,0.02,0.02,0.28,0.08,0.00
91582,5481,4.49,0.11,-0.03,0.01,-0.02,0.00,0.05,-0.06,0.07,0.04,0.04,0.03,0.04,-0.10
92270,6376,4.23,-0.05,99.99,0.01,-0.08,-0.02,0.01,0.05,-0.03,-0.07,-0.02,-0.18,-0.06,0.11
92288,5717,4.08,-0.21,0.25,0.03,0.23,0.23,0.12,0.14,0.18,-0.02,0.01,0.09,-0.13,0.01
92781,5765,4.33,-0.69,0.56,0.09,0.36,0.28,0.20,0.26,0.24,0.01,-0.02,0.15,0.20,0.27
92864,6084,4.09,0.07,-0.02,0.04,0.08,0.01,0.03,0.02,-0.02,-0.01,-0.01,0.04,0.06,-0.02
92880,5833,3.87,-0.10,0.03,0.03,0.13,0.07,0.04,0.04,0.00,-0.04,-0.03,-0.08,-0.15,-0.13
92973,5841,4.25,-0.56,0.42,0.11,0.24,0.26,0.17,0.18,0.22,0.00,0.02,0.21,-0.10,-0.12
93185,5864,4.54,-0.29,99.99,-0.02,0.05,0.02,0.05,0.05,0.06,0.01,-0.01,-0.08,0.04,0.18
93186,5966,3.67,-2.31,0.89,99.99,0.39,99.99,0.47,0.31,0.28,0.01,0.01,99.99,99.99,-0.45
93377,5547,4.40,-0.07,0.04,-0.01,0.08,0.06,0.05,0.00,0.02,0.02,0.02,-0.04,-0.07,-0.02
93507,5879,4.08,-0.73,0.56,0.20,0.38,0.27,0.22,0.26,0.26,-0.01,0.01,0.21,0.96,1.15
93889,5715,4.35,0.22,-0.11,0.08,0.01,0.02,0.06,-0.02,-0.01,0.02,0.07,0.13,-0.03,-0.04
93966,5656,4.16,0.15,0.00,0.01,0.01,0.07,0.05,0.00,0.06,0.00,0.00,0.05,-0.08,-0.12
94347,6368,4.22,-0.62,0.19,0.11,0.13,-0.15,0.02,0.08,0.02,-0.06,-0.10,-0.16,-0.08,0.15
94645,6365,4.56,0.24,-0.21,-0.05,-0.07,-0.05,-0.03,-0.05,-0.03,-0.02,-0.04,-0.06,0.00,-0.03
94678,5747,4.16,-0.17,0.23,0.05,0.18,0.18,0.09,0.10,0.12,-0.02,0.00,0.10,0.00,-0.05
95106,5852,4.44,-0.17,-0.06,-0.06,-0.03,-0.06,-0.05,0.03,0.02,0.02,-0.04,-0.03,0.06,0.13
95262,5759,4.01,-0.51,0.39,0.05,0.27,0.23,0.16,0.17,0.20,0.01,0.01,0.16,-0.09,-0.03
95447,5639,4.41,0.41,-0.09,0.06,0.02,0.04,0.05,-0.08,0.04,0.04,0.08,0.10,-0.01,-0.12
96124,5577,4.47,-0.22,0.30,0.06,0.19,0.21,0.12,0.03,0.19,0.04,0.03,0.14,-0.01,-0.08
96160,5806,4.49,-0.02,-0.05,-0.05,-0.04,-0.06,-0.02,0.02,0.01,-0.01,-0.04,-0.07,0.06,0.12
96258,6380,4.15,-0.03,99.99,-0.02,0.01,0.02,0.07,0.14,0.03,-0.05,-0.04,-0.18,0.00,0.25
96425,5394,4.42,0.13,0.09,0.02,0.09,0.06,0.08,-0.07,0.05,0.02,0.06,0.03,0.05,-0.15
96536,6462,4.14,0.10,-0.05,0.01,0.01,0.01,-0.03,0.01,-0.02,-0.05,-0.06,-0.07,-0.02,0.19
96854,5541,4.38,0.11,0.10,0.02,0.05,0.08,0.09,-0.02,0.10,0.04,0.04,0.09,-0.01,-0.10
96881,5710,4.47,0.06,0.01,0.04,-0.02,0.04,0.05,-0.01,0.01,0.03,0.03,-0.01,-0.04,-0.09
97024,5607,4.27,-0.23,0.35,0.05,0.22,0.24,0.17,0.12,0.22,0.02,0.04,0.12,0.00,-0.12
97213,5713,4.16,0.20,-0.10,0.09,0.04,0.08,0.04,-0.01,0.02,0.00,0.03,-0.07,-0.07,-0.09
97358,5638,4.50,-0.03,0.01,-0.10,-0.07,-0.05,-0.01,0.05,0.01,0.01,-0.06,-0.01,0.13,0.24
97676,5628,4.32,0.11,0.03,0.06,-0.04,0.01,0.03,0.00,0.02,0.02,0.04,0.01,-0.03,-0.01
97779,5944,4.48,0.12,-0.10,-0.05,-0.04,-0.02,-0.02,0.03,-0.02,0.01,-0.03,-0.05,0.08,0.13
98020,5379,4.51,-1.69,0.81,-0.23,0.37,99.99,0.17,0.26,0.21,0.05,-0.07,0.06,-0.20,-0.19
98355,6232,4.18,-0.62,99.99,0.08,0.17,-0.03,0.06,0.10,0.11,0.01,-0.02,-0.03,-0.13,-0.11
98416,5867,4.32,-0.08,0.08,0.01,0.06,0.08,0.01,0.08,0.02,0.02,-0.06,-0.08,0.07,0.11
98532,5718,3.85,-1.14,0.49,-0.08,0.45,0.16,0.28,0.33,0.27,0.01,-0.02,0.16,0.21,0.19
98565,6500,3.87,-0.49,0.25,0.07,0.15,-0.09,0.06,0.08,0.05,-0.01,-0.05,-0.11,-0.01,0.25
98767,5572,4.47,0.26,0.02,0.03,0.03,0.04,0.04,-0.05,0.09,0.04,0.05,0.10,0.05,-0.11
98785,6361,3.87,0.05,0.06,0.05,0.08,0.01,0.02,0.04,-0.03,-0.01,-0.07,-0.07,0.05,0.29
98964,5340,4.45,0.06,0.26,0.00,0.11,0.15,0.12,-0.06,0.15,0.02,0.05,0.10,0.11,-0.10
99100,5493,4.35,-0.09,0.27,0.00,0.12,0.15,0.10,0.02,0.12,0.01,0.03,0.16,-0.04,-0.02
99139,5612,4.32,-0.37,0.48,0.06,0.32,0.26,0.20,0.16,0.28,0.00,0.04,0.14,0.00,-0.12
99174,5682,4.48,0.17,-0.04,0.02,-0.02,-0.04,0.03,0.01,0.05,0.06,-0.01,-0.08,0.13,-0.02
99224,5684,4.28,-0.07,99.99,0.05,0.17,0.13,0.08,0.03,0.12,0.04,0.02,0.13,-0.07,-0.05
99240,5635,4.36,0.37,-0.19,0.09,-0.02,0.07,0.04,-0.03,0.04,0.02,0.05,0.10,-0.05,-0.16
99551,5828,4.23,-0.22,0.19,-0.03,0.21,0.14,0.06,0.08,0.13,-0.02,-0.03,0.15,-0.09,0.00
99799,5804,3.97,-0.29,0.09,-0.02,0.10,0.07,0.03,0.05,0.05,-0.02,-0.05,-0.02,-0.17,-0.11
100394,6537,4.07,-0.68,0.47,0.06,0.33,0.09,0.18,0.17,0.20,-0.05,-0.04,0.00,-0.08,-0.11
100405,5416,4.43,-0.53,0.41,0.01,0.17,0.18,0.12,0.07,0.12,0.05,-0.01,0.10,-0.05,-0.06
100412,6043,4.21,-0.26,0.14,-0.02,0.08,0.09,0.03,0.08,0.08,0.00,-0.05,0.01,-0.09,0.02
100568,5800,4.48,-1.10,99.99,-0.25,0.22,99.99,0.07,0.20,0.18,0.01,-0.15,-0.05,-0.09,-0.12
100792,6002,4.31,-1.11,99.99,-0.06,0.18,99.99,0.13,0.22,0.18,0.03,-0.08,0.03,-0.10,-0.15
100942,5857,4.33,0.08,-0.07,0.02,0.00,0.01,0.02,-0.01,0.02,0.00,0.01,-0.01,-0.01,-0.06
100970,5748,4.07,0.03,-0.02,-0.09,0.07,0.03,0.01,0.04,-0.02,-0.02,-0.05,0.00,-0.14,-0.03
101346,6117,3.98,-0.58,0.24,0.07,0.23,0.02,0.09,0.10,0.09,0.00,-0.05,-0.03,-0.12,-0.04
101399,5643,4.44,0.24,-0.15,0.00,-0.10,-0.05,0.00,-0.05,0.01,0.00,0.03,0.14,0.03,-0.07
101857,5712,4.26,-0.01,0.01,-0.02,0.04,0.05,0.02,-0.01,-0.01,0.00,-0.03,-0.10,-0.09,-0.09
102018,5933,4.12,0.13,-0.03,0.09,0.02,0.01,0.04,0.00,-0.06,-0.01,0.02,-0.05,-0.18,-0.11
102046,6009,4.13,-1.05,0.60,0.04,0.44,0.27,0.29,0.28,0.28,0.03,-0.01,0.11,0.09,-0.01
102200,5718,4.40,-0.48,0.26,-0.06,0.18,0.07,0.05,0.08,0.08,-0.01,-0.05,-0.01,-0.11,0.09
102264,5594,4.57,-0.24,0.10,-0.04,0.04,0.03,0.02,-0.01,0.07,0.03,-0.03,0.06,0.06,0.11
102548,5514,4.49,-0.25,0.16,-0.09,0.04,0.00,0.02,0.02,0.01,0.03,-0.06,-0.04,0.10,0.21
102580,5351,4.45,0.11,0.00,0.01,-0.03,-0.01,0.06,-0.02,-0.01,0.05,0.04,0.09,0.05,0.00
102610,5845,4.23,-0.25,0.13,-0.02,0.13,0.05,0.04,0.06,0.05,-0.02,-0.04,0.24,-0.21,-0.05
102762,5948,4.30,-0.04,-0.02,0.04,0.02,-0.03,-0.01,0.00,-0.03,-0.03,-0.03,-0.02,-0.08,0.01
102793,5770,4.03,-0.57,99.99,0.09,0.30,0.21,0.15,0.17,0.22,0.00,0.00,0.08,-0.17,-0.21
102838,5625,4.27,-0.32,0.39,0.05,0.28,0.27,0.17,0.16,0.21,0.01,0.01,0.18,-0.11,-0.04
103458,5843,4.53,-0.61,0.35,0.03,0.26,0.25,0.13,0.15,0.27,0.00,0.01,0.12,-0.08,-0.07
103498,5856,4.23,-1.11,0.61,0.08,0.43,0.23,0.24,0.25,0.26,-0.03,-0.01,0.19,-0.11,-0.29
103572,5853,4.26,-0.66,0.46,0.08,0.35,0.21,0.19,0.21,0.25,0.00,0.01,0.15,-0.13,-0.12
103609,4993,3.74,-0.31,0.41,0.13,0.35,0.34,0.22,0.20,0.28,0.04,0.06,0.18,0.01,-0.08
103654,5940,4.26,0.14,-0.09,0.08,0.08,0.05,0.03,-0.01,-0.03,-0.03,0.02,-0.02,-0.09,-0.09
103682,6023,4.41,0.33,-0.24,0.06,-0.01,0.10,0.00,-0.01,0.01,0.02,0.05,0.02,-0.08,-0.15
